Tour;Tournament Year;Tournament #;Permanent Tournament #;Course #;Team ID;Team Number;Player Number;Player Name;Round Number;Event Name;Course Name;Course Par;Course Yardage;Tee Time;Round Score;End of Round Finish Pos. (numeric);End of Round Finish Pos. (text); End of Event Pos. (numeric);End of Event Pos. (text);In Playoff;Eagles;Eagles(Rank);Birdies;Birdies (Rank);Pars;Bogeys;Bogeys (Rank);Doubles;Others;Total Holes Over Par; Bogey Avoidance Rank;Longest Drive;Longest Drives(Rank);Driving Distance(Total Distance);Driving Distance(Total Drives);Driving Distance(Rank);Driving Dist. - All Drives(Tot. Dist.);Driving Dist. - All Drives(# of Drives);Driving Dist. - All Drives(Rank);Drives Over 300 Yards (# of Drives);Driving Acc. %(Fairways Hit);Driving Accuracy Rank;Left Rough Tendency(Total Left Rough);Right Rough Tendency(Total Right Rough);App.   50-75 yds(ft);App.   50-75 yds(attempts);App.   75-100 yds(ft);App.   75-100 yds(attempts);App.   100-125 yds(ft);App.   100-125 yds(attempts);Approaches   50-125 Yards(ft);Approaches   50-125 Yards(attempts);Approaches   125-150 Yards(ft);Approaches   125-150 Yards(attempts);Approaches   150-175 Yards(ft);Approaches   150-175 Yards(attempts);Approaches   175-200 Yards(ft);Approaches   175-200 Yards(attempts);Approaches   >200 Yards(ft);Approaches   >200 Yards(attempts);App.   50-75 yds(ft) - Rough;App.   50-75 yds(attempts) - Rough;App.   75-100 yds(ft) - Rough;App.   75-100 yds(attempts) - Rough;App.   100-125 yds(ft) - Rough;App.   100-125 yds(attempts) - Rough;Approaches   50-125 Yards(ft) - Rough;Approaches   50-125 Yards(attempts) - Rough;Approaches   125-150 Yards(ft) - Rough;Approaches   125-150 Yards(attempts) - Rough;Approaches   150-175 Yards(ft) - Rough;Approaches   150-175 Yards(attempts) - Rough;Approaches   175-200 Yards(ft) - Rough;Approaches   175-200 Yards(attempts) - Rough;Approaches   >200 Yards(ft) - Rough;Approaches   >200 Yards(attempts) - Rough;Total Holes Played;Total Greens in Regulation;GIR Rank;Total Distance(ft) Prox to Hole; # of Attempts Prox to Hole;Proximity to Hole (Rank);Fairway Prox(attempts);Fairway Prox(distance in ft);Fairway Prox (Rank);Rough Prox(attempts);Rough Prox(distance in ft);Rough Prox (Rank);Left Rough Prox(attempts);Left Rough Prox(distance in ft);Right Rough Prox(attempts);Right Rough Prox(distance in ft);Going for Green(attempts);Going for Green(non-attempts);Going for the Green(successes);Scrambling Par or Better;Scrambling Missed GIR;Scrambling (Rank);Scrambling Proximity (Total Distance);Scrambling Proximity (# of shots);Scrambling Proximity (rank);Scrambling from the Rough(successes);Scrambling from the Rough(attempts);Scrambling from the Fringe(successes);Scrambling from the Fringe(attempts);Scrambling   >30 Yards(successes); Scrambling   >30 Yards(attempts);Scrambling   20-30 Yards(successes); Scrambling   20-30 Yards(attempts);Scrambling   10-20 Yards(successes); Scrambling   10-20 Yards(attempts);Scrambling   < 10 Yards(successes); Scrambling   < 10 Yards(attempts);Sand Save %(# Saves);Sand Save %(# Bunkers);Sand Save (Rank);Prox to Hole from Sand(Total Distance); Prox to Hole from Sand(# of Shots);Total Hole Outs;Longest Hole Out(yards);Overall Putting Avg(# of Putts); Putting Avg(GIR Putts);One-Putt %(# of One Putts);3-Putt Avoid(Total 3 Putts);Approach Putt Performance(attempts);Approach Putt Performance(ft));Avg Distance of Putts Made(Total Distance of Putts);Putting   3'(attempts);Putting   3'(putts made);Putting   4'(attempts);Putting   4'(putts made);Putting   5'(attempts);Putting   5'(putts made);Putting   6'(attempts);Putting   6'(putts made);Putting   7'(attempts);Putting   7'(putts made);Putting   8'(attempts);Putting   8'(putts made);Putting   9'(attempts);Putting   9'(putts made);Putting   10'(attempts);Putting   10'(putts made);Putting Inside 5' (putts made);Putting Inside 5' (attempts);Putting Inside 5 Feet (Rank);Putting   5' - 10' (putts made);Putting   5' - 10' (attempts);Putting   5' - 10' (Rank);Putting   4'-8'(attempts);Putting   4'-8'(putts made);Putting   4' - 8' (Rank);Putting-Inside 10'(attempts);Putting-Inside 10'(putts made);Putting-Inside 10'(rank);Putting   10'-15'(attempts);Putting   10'-15'(putts made);Putting   10'-15'(rank);Putting   15-20'(attempts);Putting   15'-20'(putts made);Putting   15'-20'(rank);Putting   20'-25'(attempts);Putting   20'-25'(putts made);Putting   20'-25'(rank);Putting   >25'(attempts);Putting   >25'(putts made);Putting   >25'(rank);Putting   > 10' (putts made);Putting   > 10' (attempts);Putting   > 10' (rank);Total Putts Gained;
R;2011;410;060;688;  ;000;01810;Mickelson, Phil;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:40;067;007;  T7;010;  10;;  00000000000;  4;          5;5;         11;          2;3;;;              2;003;00000000349;5;00000000598;00000000002;11;00000004107;00000000014;12;          5;00000000008;  11;00000000002;00000000004;;000;;000;         46.583;002;         46.583;00000000002;         36.833;001;        120.667;006;         12.583;001;         70.417;002;  ;;;;     36.917;          1;     36.917;          1;      7.417;          1;;;;;    133.667;          4;00000000018;  00000000016;2;        465.083;00000000018;  2;00000000012;    287.083;4;00000000006;    178.000;1;00000000002;     32.333;00000000004;    145.667;  00000000002;00000000000;00000000001;00000000002;00000000002;1;      7.583;          2;1;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;1;            5.333;00000000001;00000000000;00000000000;00000000032;00000000030;00000000006;00000000002;00000000012;     35.667;00000000912;00000000010;00000000010;00000000001;00000000001;  00000000003;00000000002;00000000001;00000000001;00000000001;00000000001;00000000003;00000000002;00000000000;00000000000;00000000000;00000000000;         14;         13;26;          5;            4;5;00000000008;00000000006;9;00000000019;00000000017;10;00000000003;00000000000;18;00000000000;00000000000;;00000000004;00000000001;5;00000000006;00000000000;7;          1;         13;21;  .414-;
R;2011;410;060;688;  ;000;02206;Toms, David;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:50;073;018; T18;016; T16;;  00000000000;  4;          1;24;         13;          4;21;;;              4;018;00000000314;56;00000000541;00000000002;29;00000003813;00000000014;30;          1;00000000012;  1;00000000000;00000000002;;000;          7.583;001;;000;          7.583;00000000001;        110.333;004;        113.250;003;         46.417;002;        204.083;006;  ;;;;     62.417;          1;     62.417;          1;;;     39.250;          1;;;;;00000000018;  00000000014;4;        583.333;00000000018;  9;00000000016;    481.667;15;00000000002;    101.667;20;00000000000;;00000000002;    101.667;  00000000001;00000000001;00000000000;00000000002;00000000004;17;     59.667;          3;28;00000000001;00000000002;00000000000;00000000000;00000000000;00000000001;00000000000;00000000000;00000000002;00000000003;00000000000;00000000000;00000000000;00000000001;21;            6.167;00000000001;00000000000;00000000000;00000000034;00000000029;00000000004;00000000002;00000000014;     45.583;00000000741;00000000011;00000000011;00000000003;00000000003;  00000000001;00000000000;00000000000;00000000000;00000000002;00000000001;00000000002;00000000002;00000000000;00000000000;00000000001;00000000000;         15;         14;23;          5;            3;9;00000000005;00000000003;18;00000000020;00000000017;22;00000000004;00000000001;13;00000000003;00000000000;15;00000000001;00000000000;7;00000000006;00000000000;7;          1;         14;25; 1.782-;
R;2011;410;060;688;  ;000;06527;Stricker, Steve;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:50;069;011; T11;015;  15;;  00000000000;  4;          3;11;         13;          2;3;;;              2;003;00000000310;71;00000000595;00000000002;12;00000004031;00000000014;18;          4;00000000006;  19;00000000004;00000000002;;000;         11.333;001;         20.667;001;         32.000;00000000002;         31.667;001;        119.500;004;         22.917;001;         34.833;002;  ;;;;;;;;     54.750;          2;;;    117.583;          2;    145.250;          2;00000000018;  00000000011;17;        754.417;00000000018;  25;00000000010;    240.917;5;00000000006;    317.583;21;00000000004;    212.333;00000000002;    105.250;  00000000001;00000000001;00000000001;00000000005;00000000007;8;     33.167;          7;4;00000000004;00000000005;00000000000;00000000000;00000000001;00000000002;00000000000;00000000001;00000000003;00000000003;00000000001;00000000001;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000029;00000000020;00000000007;00000000000;00000000011;     24.667;00000000950;00000000012;00000000011;00000000002;00000000002;  00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000001;00000000001;00000000002;00000000000;00000000000;00000000000;         14;         13;26;          4;            2;11;00000000002;00000000002;1;00000000018;00000000015;25;00000000004;00000000002;4;00000000000;00000000000;;00000000002;00000000001;2;00000000005;00000000000;7;          3;         11;2;   .794;
R;2011;410;060;688;  ;000;06567;Singh, Vijay;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:20;070;018; T18;016; T16;;  00000000000;  4;          4;9;         10;          4;21;;;              4;018;00000000327;20;00000000581;00000000002;19;00000004061;00000000014;16;          4;00000000004;  28;00000000003;00000000006;;000;;000;         17.083;001;         17.083;00000000001;;000;         28.750;001;         59.083;002;        142.333;004;  ;;;;     29.583;          1;     29.583;          1;    129.167;          3;     56.000;          2;    155.583;          2;     25.000;          1;00000000018;  00000000013;8;        680.417;00000000018;  19;00000000008;    247.250;19;00000000009;    395.333;12;00000000003;    120.417;00000000006;    274.917;  00000000001;00000000001;00000000001;00000000002;00000000005;22;     50.833;          5;17;00000000000;00000000001;00000000000;00000000000;00000000000;00000000001;00000000000;00000000000;00000000002;00000000003;00000000000;00000000001;00000000002;00000000003;11;           24.417;00000000003;00000000000;00000000000;00000000031;00000000024;00000000006;00000000001;00000000012;     27.250;00000001267;00000000010;00000000010;00000000001;00000000001;  00000000004;00000000003;00000000001;00000000000;00000000002;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         15;         14;23;          3;            1;17;00000000007;00000000004;20;00000000018;00000000015;25;00000000001;00000000001;1;00000000001;00000000001;1;00000000003;00000000000;7;00000000008;00000000001;6;          3;         13;7;  1.097;
R;2011;410;060;688;  ;000;20645;Senden, John;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;11:50;069;024; T24;025;  25;;  00000000000;  4;          6;2;          7;          5;25;;;              5;024;00000000315;53;00000000551;00000000002;28;00000004097;00000000014;14;          4;00000000010;  2;00000000001;00000000002;;000;         21.000;001;         25.250;001;         46.250;00000000002;         13.167;002;         78.750;003;          4.000;001;        273.917;006;  ;;;;     23.750;          1;     23.750;          1;     78.917;          1;     33.833;          1;;;;;00000000018;  00000000015;3;        649.667;00000000018;  14;00000000014;    416.083;14;00000000003;    136.500;14;00000000001;     23.750;00000000002;    112.750;  00000000002;00000000000;00000000001;00000000000;00000000003;30;     66.250;          3;30;00000000000;00000000002;00000000000;00000000000;00000000000;00000000001;00000000000;00000000002;00000000000;00000000000;00000000000;00000000000;00000000001;00000000002;13;           25.917;00000000002;00000000000;00000000000;00000000033;00000000027;00000000006;00000000003;00000000012;     41.917;00000001055;00000000013;00000000013;00000000001;00000000001;  00000000001;00000000000;00000000002;00000000001;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;         15;         14;23;          3;            1;17;00000000004;00000000001;28;00000000018;00000000015;25;00000000002;00000000000;18;00000000002;00000000001;3;00000000005;00000000002;4;00000000006;00000000000;7;          3;         15;9; 1.111-;
R;2011;410;060;688;  ;000;21731;Jacobson, Fredrik;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:20;068;007;  T7;016; T16;;  00000000000;  4;          3;11;         14;          1;1;;;              1;001;00000000309;76;00000000574;00000000002;22;00000003907;00000000014;27;          1;00000000006;  19;00000000001;00000000004;;000;;000;          6.417;001;          6.417;00000000001;         19.417;001;        101.833;003;         36.417;002;        210.333;004;  ;;;;;;;;      1.667;          1;     61.500;          2;;;    118.000;          2;00000000018;  00000000011;17;        710.583;00000000018;  23;00000000011;    374.417;25;00000000005;    181.167;5;00000000001;     15.833;00000000004;    165.333;  00000000001;00000000001;00000000000;00000000006;00000000007;3;     79.333;          7;21;00000000003;00000000003;00000000001;00000000001;00000000002;00000000002;00000000001;00000000002;00000000001;00000000001;00000000002;00000000002;00000000001;00000000002;13;            7.917;00000000002;00000000001;00000000902;00000000026;00000000020;00000000008;00000000000;00000000009;     27.417;00000000710;00000000009;00000000009;00000000002;00000000002;  00000000002;00000000002;00000000002;00000000002;00000000001;00000000001;00000000000;00000000000;00000000001;00000000001;00000000002;00000000000;         13;         13;1;          6;            4;7;00000000005;00000000005;1;00000000019;00000000017;10;00000000002;00000000000;18;00000000003;00000000000;15;00000000000;00000000000;;00000000002;00000000000;7;;          7;28;  .346-;
R;2011;410;060;688;  ;000;21878;Wilson, Mark;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:10;074;028;  28;026; T26;;  00000000000;  4;          1;24;         13;          3;12;          1;;              4;018;00000000299;130;00000000569;00000000002;25;00000003886;00000000014;28;          0;00000000006;  19;00000000003;00000000003;          3.750;001;         19.583;001;         35.833;001;         59.167;00000000003;         10.333;001;;000;         76.417;003;        129.583;004;  ;;;;;;;;     45.500;          1;    110.917;          2;     93.583;          2;;;00000000018;  00000000011;17;        546.417;00000000018;  6;00000000011;    275.500;7;00000000005;    250.000;19;00000000003;    149.250;00000000002;    100.750;  00000000001;00000000001;00000000000;00000000004;00000000007;12;     20.583;          4;5;00000000001;00000000003;00000000000;00000000000;00000000001;00000000002;00000000000;00000000000;00000000003;00000000004;00000000000;00000000000;00000000002;00000000002;1;            5.583;00000000002;00000000000;00000000000;00000000031;00000000022;00000000006;00000000001;00000000012;     24.167;00000000547;00000000012;00000000012;00000000003;00000000003;  00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000001;00000000000;00000000000;00000000000;         17;         17;1;          2;  ;25;00000000003;00000000002;13;00000000019;00000000017;10;00000000004;00000000001;13;00000000003;00000000000;15;00000000001;00000000000;7;00000000004;00000000000;7;          1;         12;20; 1.516-;
R;2011;410;060;688;  ;000;21961;Howell III, Charles;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:40;068;009;  T9;006;  T6;;  00000000000;  4;          3;11;         14;          1;1;;;              1;001;00000000330;14;00000000603;00000000002;10;00000004225;00000000014;4;          6;00000000009;  7;00000000003;00000000002;         25.917;001;;000;         39.000;002;         64.917;00000000003;         38.000;002;         47.250;002;         48.250;002;        109.667;004;  ;;;;     29.500;          1;     29.500;          1;;;     58.667;          1;     54.750;          2;     57.083;          1;00000000018;  00000000017;1;        508.083;00000000018;  3;00000000013;    308.083;3;00000000005;    200.000;8;00000000003;    145.250;00000000002;     54.750;  00000000002;00000000000;00000000000;00000000001;00000000001;1;      3.917;          1;2;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000002;00000000002;1;           22.083;00000000002;00000000000;00000000000;00000000033;00000000032;00000000004;00000000001;00000000014;     27.333;00000000801;00000000013;00000000013;00000000002;00000000002;  00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;00000000001;00000000000;00000000000;00000000000;         15;         15;1;          3;            1;17;00000000002;00000000001;22;00000000018;00000000016;14;00000000001;00000000000;18;00000000006;00000000002;10;00000000000;00000000000;;00000000008;00000000000;7;          2;         15;16;  .141-;
R;2011;410;060;688;  ;000;22046;Ogilvy, Geoff;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:10;072;015; T15;011; T11;;  00000000000;  4;          2;17;         13;          2;3;          1;;              3;011;00000000312;64;00000000587;00000000002;16;00000003979;00000000014;22;          3;00000000010;  2;00000000002;00000000002;;000;;000;;000;;00000000000;         72.000;002;         98.417;004;         99.417;004;        201.917;004;  ;;;;;;;;     18.917;          1;     40.917;          1;     89.000;          1;     34.833;          1;00000000018;  00000000014;4;        655.417;00000000018;  16;00000000014;    471.750;24;00000000004;    183.667;15;00000000002;    107.917;00000000002;     75.750;  00000000002;00000000000;00000000000;00000000002;00000000004;17;     28.250;          3;14;00000000001;00000000002;00000000000;00000000000;00000000000;00000000001;00000000000;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000002;13;           41.250;00000000002;00000000000;00000000000;00000000033;00000000027;00000000004;00000000001;00000000014;     24.000;00000001028;00000000015;00000000015;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000002;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;         15;         15;1;          3;            1;17;00000000003;00000000001;26;00000000018;00000000016;14;00000000002;00000000000;18;00000000003;00000000000;15;00000000004;00000000001;5;00000000006;00000000001;5;          2;         15;16;  .487-;
R;2011;410;060;688;  ;000;22371;Baddeley, Aaron;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:00;064;001;  T1;003;  T3;;  00000000001;  1;          7;1;          7;          3;12;;;              3;011;00000000339;10;00000000639;00000000002;1;00000004226;00000000014;4;          6;00000000005;  26;00000000003;00000000003;;000;         17.583;001;;000;         17.583;00000000001;              0;001;         96.250;004;         63.250;001;        110.500;002;       21.583;          1;;;;;     21.583;          1;    209.667;          3;     42.417;          1;;;    122.417;          2;00000000018;  00000000011;17;        827.250;00000000018;  29;00000000009;    287.583;21;00000000007;    396.083;26;00000000003;    209.667;00000000004;    186.417;  00000000001;00000000001;00000000000;00000000004;00000000007;12;     84.917;          7;22;00000000002;00000000003;00000000000;00000000000;00000000001;00000000003;00000000001;00000000002;00000000002;00000000002;00000000000;00000000000;00000000003;00000000004;9;           22.750;00000000004;00000000001;00000004718;00000000023;00000000013;00000000011;00000000000;00000000006;      9.000;00000001777;00000000008;00000000008;00000000000;00000000000;  00000000001;00000000001;00000000002;00000000002;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;          9;          9;1;          3;            3;1;00000000004;00000000004;1;00000000012;00000000012;1;00000000002;00000000001;4;00000000001;00000000000;15;00000000005;00000000003;1;00000000003;00000000001;1;          5;         11;1;  5.328;
R;2011;410;060;688;  ;000;22405;Rose, Justin;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;11:40;070;026; T26;020; T20;;  00000000000;  4;          2;17;         14;          2;3;;;              2;003;00000000309;76;00000000604;00000000002;8;00000003993;00000000014;20;          2;00000000007;  14;00000000001;00000000005;;000;;000;;000;;00000000000;         36.917;001;        116.917;004;         50.667;002;        141.500;004;  ;;;;     48.167;          1;     48.167;          1;     48.500;          2;;;     93.667;          2;     76.833;          1;00000000018;  00000000010;24;        627.917;00000000018;  13;00000000011;    346.000;20;00000000006;    267.167;13;00000000001;     48.167;00000000005;    219.000;  00000000002;00000000000;00000000000;00000000006;00000000008;6;     75.750;          8;15;00000000001;00000000003;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000005;00000000006;00000000001;00000000001;00000000005;00000000006;8;           33.417;00000000006;00000000001;00000000360;00000000028;00000000019;00000000006;00000000000;00000000011;     20.333;00000000566;00000000012;00000000012;00000000002;00000000002;  00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;         16;         16;1;          1;  ;25;00000000002;00000000002;1;00000000017;00000000016;6;00000000003;00000000001;10;00000000004;00000000000;15;00000000001;00000000000;7;00000000003;00000000000;7;          1;         11;19;  .294-;
R;2011;410;060;688;  ;000;23108;Kuchar, Matt;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:00;071;014;  14;020; T20;;  00000000000;  4;          2;17;         13;          3;12;;;              3;011;00000000309;76;00000000576;00000000002;20;00000003963;00000000014;24;          1;00000000007;  14;00000000005;00000000001;         12.667;001;;000;         20.667;001;         33.333;00000000002;         27.833;001;         67.083;002;         78.417;003;         75.250;003;  ;;;;     15.167;          1;     15.167;          1;     61.500;          2;;;     42.000;          2;     61.750;          1;00000000018;  00000000013;8;        548.500;00000000018;  7;00000000011;    281.917;10;00000000006;    180.417;2;00000000005;    118.667;00000000001;     61.750;  00000000001;00000000001;00000000001;00000000002;00000000005;22;     35.417;          5;11;00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000001;00000000002;00000000000;00000000002;00000000001;00000000001;00000000000;00000000001;21;           17.750;00000000001;00000000000;00000000000;00000000033;00000000025;00000000003;00000000000;00000000015;     26.583;00000000556;00000000014;00000000014;00000000002;00000000002;  00000000002;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         18;         17;20;          1;  ;25;00000000003;00000000001;26;00000000019;00000000017;10;00000000003;00000000001;10;00000000006;00000000000;15;00000000001;00000000000;7;00000000004;00000000000;7;          1;         14;25; 1.915-;
R;2011;410;060;688;  ;000;23623;Van Pelt, Bo;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:10;066;011; T11;009;   9;;  00000000000;  4;          6;2;         10;          2;3;;;              2;003;00000000345;7;00000000572;00000000002;23;00000004139;00000000014;10;          6;00000000008;  11;00000000000;00000000005;;000;;000;         19.083;001;         19.083;00000000001;         15.333;001;        124.667;004;         68.167;001;        183.083;005;  ;;;;      7.750;          2;      7.750;          2;    100.750;          2;;;;;     85.250;          1;00000000018;  00000000013;8;        623.083;00000000018;  11;00000000012;    410.333;27;00000000005;    193.750;7;00000000000;;00000000005;    193.750;  00000000002;00000000000;00000000000;00000000004;00000000005;4;     20.417;          5;3;00000000002;00000000003;00000000001;00000000001;00000000000;00000000000;00000000001;00000000002;00000000000;00000000000;00000000003;00000000003;00000000001;00000000001;1;            3.917;00000000001;00000000000;00000000000;00000000027;00000000021;00000000010;00000000001;00000000008;     20.250;00000001218;00000000012;00000000012;00000000002;00000000002;  00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;         16;         16;1;          1;  ;25;00000000002;00000000002;1;00000000017;00000000016;6;00000000002;00000000000;18;00000000003;00000000001;10;00000000000;00000000000;;00000000005;00000000001;4;          2;         10;9;  1.266;
R;2011;410;060;688;  ;000;23983;Donald, Luke;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:50;070;005;  T5;003;  T3;;  00000000000;  4;          2;17;         14;          2;3;;;              2;003;00000000304;99;00000000567;00000000002;26;00000003914;00000000014;25;          3;00000000007;  14;00000000003;00000000002;;000;         27.500;001;;000;         27.500;00000000001;        127.500;003;        100.667;004;         52.833;002;         99.833;002;  ;;;;;;;;;;;;     72.000;          1;    321.583;          3;00000000018;  00000000011;17;        904.667;00000000018;  30;00000000012;    408.333;25;00000000004;    393.583;30;00000000002;    212.083;00000000002;    181.500;  00000000001;00000000001;00000000000;00000000005;00000000007;8;     55.500;          7;13;00000000000;00000000002;00000000000;00000000000;00000000002;00000000002;00000000003;00000000004;00000000000;00000000000;00000000000;00000000001;00000000003;00000000003;1;           19.500;00000000003;00000000000;00000000000;00000000028;00000000020;00000000008;00000000000;00000000010;     16.917;00000000852;00000000013;00000000013;00000000002;00000000002;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;         15;         15;1;          1;            1;1;00000000000;00000000000;;00000000016;00000000016;1;00000000001;00000000000;18;00000000005;00000000002;9;00000000001;00000000000;7;00000000005;00000000000;7;          2;         12;12;  1.717;
R;2011;410;060;688;  ;000;24357;Choi, K.J.;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;14:01;070;003;  T3;003;  T3;;  00000000000;  4;          2;17;         14;          2;3;;;              2;003;00000000303;103;00000000557;00000000002;27;00000003863;00000000014;29;          1;00000000010;  2;00000000001;00000000003;;000;;000;;000;;00000000000;         50.833;003;        124.750;003;         69.833;003;        250.583;005;  ;;;;;;;;     30.333;          1;;;     60.750;          1;     96.417;          1;00000000018;  00000000013;8;        695.333;00000000018;  22;00000000014;    496.000;28;00000000004;    199.333;18;00000000001;     11.833;00000000003;    187.500;  00000000001;00000000001;00000000000;00000000004;00000000005;4;     32.667;          5;9;00000000003;00000000004;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000003;00000000003;00000000000;00000000000;00000000001;00000000001;1;            1.917;00000000001;00000000000;00000000000;00000000031;00000000025;00000000006;00000000001;00000000012;     27.417;00000000600;00000000013;00000000013;00000000002;00000000002;  00000000001;00000000001;00000000001;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         16;         16;1;          2;            1;11;00000000003;00000000002;13;00000000018;00000000017;4;00000000002;00000000001;4;00000000004;00000000000;15;00000000002;00000000000;7;00000000005;00000000000;7;          1;         13;21;  .570-;
R;2011;410;060;688;  ;000;24502;Scott, Adam;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;14:01;074;009;  T9;006;  T6;;  00000000000;  4;          2;17;         11;          4;21;          1;;              5;024;00000000340;8;00000000630;00000000002;3;00000004187;00000000014;9;          8;00000000008;  11;00000000003;00000000002;;000;         10.500;001;;000;         10.500;00000000001;         67.917;003;         70.917;003;        107.417;002;        134.500;003;  ;;;;;;;;     19.583;          1;    147.750;          2;;;     86.583;          1;00000000018;  00000000011;17;        794.917;00000000018;  27;00000000012;    391.250;23;00000000004;    253.917;28;00000000002;    178.417;00000000002;     75.500;  00000000001;00000000001;00000000000;00000000003;00000000007;21;     97.750;          7;24;00000000001;00000000002;00000000001;00000000001;00000000001;00000000002;00000000000;00000000001;00000000000;00000000002;00000000002;00000000002;00000000001;00000000003;19;           45.500;00000000003;00000000000;00000000000;00000000033;00000000021;00000000005;00000000002;00000000013;     29.667;00000000658;00000000013;00000000013;00000000003;00000000002;  00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;00000000001;00000000000;         18;         17;20;          2;  ;25;00000000003;00000000002;13;00000000020;00000000017;22;00000000003;00000000000;18;00000000002;00000000001;3;00000000000;00000000000;;00000000008;00000000000;7;          1;         13;21; 1.713-;
R;2011;410;060;688;  ;000;24663;Yang, Y.E.;03;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:00;075;029; T29;029;  29;;  00000000000;  4;          1;24;         11;          6;29;;;              6;028;00000000320;36;00000000575;00000000002;21;00000003965;00000000014;23;          2;00000000007;  14;00000000002;00000000003;;000;          6.667;001;         20.167;002;         26.833;00000000003;         34.333;002;         24.250;002;        112.167;003;        109.083;002;  ;;;;     16.333;          1;     16.333;          1;     11.750;          1;;;     23.667;          1;    197.500;          3;00000000018;  00000000009;26;        555.917;00000000018;  8;00000000012;    306.667;9;00000000006;    249.250;10;00000000002;     68.750;00000000004;    180.500;  00000000001;00000000001;00000000000;00000000003;00000000009;25;     72.000;          7;18;00000000001;00000000005;00000000000;00000000000;00000000000;00000000002;00000000001;00000000002;00000000001;00000000004;00000000001;00000000001;00000000001;00000000002;13;           17.083;00000000002;00000000000;00000000000;00000000031;00000000017;00000000005;00000000000;00000000013;     20.250;00000000514;00000000014;00000000014;00000000000;00000000000;  00000000001;00000000001;00000000003;00000000002;00000000003;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         15;         15;1;          6;            3;11;00000000007;00000000004;20;00000000021;00000000018;20;00000000005;00000000000;18;00000000004;00000000000;15;00000000001;00000000000;7;00000000000;00000000000;;;         10;28; 2.714-;
